AnalysisId,SampleId,SampleNum,Type,Fixed,Latitude,Longitude,Distance_miles,Bearing,Direction,CollectionDate,Source,Description,SpectraFile,SamplingTime,LiveTime,InstrumentHeight,Uncertainty,MDA,MethodCode,Moisture_pct,Nuclide,Result,Unit
222995,10423,JIS-0702-1,Instrument,No,38.934222,141.449333,106.782330995153,12.0927209624067,NNE,7/1/2011 10:13:00 PM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-1.CHN,1933,1800,100,0,0.00481,InSituGammaSpec,,Nb-95,0,uCi/m2
222997,10423,JIS-0702-1,Instrument,No,38.934222,141.449333,106.782330995153,12.0927209624067,NNE,7/1/2011 10:13:00 PM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-1.CHN,1933,1800,100,0.000431,,InSituGammaSpec,,Ag-110m,0.001383,uCi/m2
222999,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0.026208,,InSituGammaSpec,,Cs-134,0.323981,uCi/m2
223001,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0.002104267,,InSituGammaSpec,,Cs-137,0.351718755,uCi/m2
223003,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0,0.00164454,InSituGammaSpec,,Cs-136,0,uCi/m2
223005,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0,0.00552,InSituGammaSpec,,I-131,0,uCi/m2
223007,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0,0.010735,InSituGammaSpec,,I-132,0,uCi/m2
223009,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0,0.072265,InSituGammaSpec,,Te-129,0,uCi/m2
223011,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0,0.006025,InSituGammaSpec,,I-133,0,uCi/m2
223013,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0,0.097585,InSituGammaSpec,,Te-129m,0,uCi/m2
223015,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0,0.003275,InSituGammaSpec,,Te-132,0,uCi/m2
223017,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0,0.010715,InSituGammaSpec,,La-140,0,uCi/m2
223019,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0.00046,,InSituGammaSpec,,Nb-95,0.000916,uCi/m2
223021,10425,JIS-0702-2,Instrument,No,38.989639,141.500972,111.129756425383,13.0657765384201,NNE,7/2/2011 12:01:00 AM,DOE,Description: GOJ in situ measurement. Date/Time is in Pacific Daylight Saving Time.  ;,0702-2.CHN,1878,1800,100,0.000335,,InSituGammaSpec,,Ag-110m,0.000714,uCi/m2
223023,7131,SCF-10007,Instrument,No,35.741064,139.360932,148.53889708905,219.119990538482,SW,3/17/2011 5:03:00 PM,DOE,Description: Insitu 2011_03_17_17_03_570 FIS-9 spectra;,2011_03_17_17_03_570 Buf00065-FIS-9A SN4639Spectrum.zip,,,100,23.3,,InSituGammaSpec,,I-131,0.0533,uCi/m2
223025,7131,SCF-10007,Instrument,No,35.741064,139.360932,148.53889708905,219.119990538482,SW,3/17/2011 5:03:00 PM,DOE,Description: Insitu 2011_03_17_17_03_570 FIS-9 spectra;,2011_03_17_17_03_570 Buf00065-FIS-9A SN4639Spectrum.zip,,,100,61.9,,InSituGammaSpec,,I-132,0.0099,uCi/m2
223027,7131,SCF-10007,Instrument,No,35.741064,139.360932,148.53889708905,219.119990538482,SW,3/17/2011 5:03:00 PM,DOE,Description: Insitu 2011_03_17_17_03_570 FIS-9 spectra;,2011_03_17_17_03_570 Buf00065-FIS-9A SN4639Spectrum.zip,,,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
223029,7131,SCF-10007,Instrument,No,35.741064,139.360932,148.53889708905,219.119990538482,SW,3/17/2011 5:03:00 PM,DOE,Description: Insitu 2011_03_17_17_03_570 FIS-9 spectra;,2011_03_17_17_03_570 Buf00065-FIS-9A SN4639Spectrum.zip,,,100,0,,InSituGammaSpec,,Te-129m,0,uCi/m2
223031,7131,SCF-10007,Instrument,No,35.741064,139.360932,148.53889708905,219.119990538482,SW,3/17/2011 5:03:00 PM,DOE,Description: Insitu 2011_03_17_17_03_570 FIS-9 spectra;,2011_03_17_17_03_570 Buf00065-FIS-9A SN4639Spectrum.zip,,,100,37.7,,InSituGammaSpec,,Te-132,0.00971,uCi/m2
223033,7131,SCF-10007,Instrument,No,35.741064,139.360932,148.53889708905,219.119990538482,SW,3/17/2011 5:03:00 PM,DOE,Description: Insitu 2011_03_17_17_03_570 FIS-9 spectra;,2011_03_17_17_03_570 Buf00065-FIS-9A SN4639Spectrum.zip,,,100,0,,InSituGammaSpec,,Cs-134,0,uCi/m2
223035,7131,SCF-10007,Instrument,No,35.741064,139.360932,148.53889708905,219.119990538482,SW,3/17/2011 5:03:00 PM,DOE,Description: Insitu 2011_03_17_17_03_570 FIS-9 spectra;,2011_03_17_17_03_570 Buf00065-FIS-9A SN4639Spectrum.zip,,,100,56.7,,InSituGammaSpec,,Cs-136,0.00418,uCi/m2
223037,7131,SCF-10007,Instrument,No,35.741064,139.360932,148.53889708905,219.119990538482,SW,3/17/2011 5:03:00 PM,DOE,Description: Insitu 2011_03_17_17_03_570 FIS-9 spectra;,2011_03_17_17_03_570 Buf00065-FIS-9A SN4639Spectrum.zip,,,100,0,,InSituGammaSpec,,Cs-137,0,uCi/m2
223039,7131,SCF-10007,Instrument,No,35.741064,139.360932,148.53889708905,219.119990538482,SW,3/17/2011 5:03:00 PM,DOE,Description: Insitu 2011_03_17_17_03_570 FIS-9 spectra;,2011_03_17_17_03_570 Buf00065-FIS-9A SN4639Spectrum.zip,,,100,0,,InSituGammaSpec,,La-140,0,uCi/m2
223041,7131,SCF-10007,Instrument,No,35.741064,139.360932,148.53889708905,219.119990538482,SW,3/17/2011 5:03:00 PM,DOE,Description: Insitu 2011_03_17_17_03_570 FIS-9 spectra;,2011_03_17_17_03_570 Buf00065-FIS-9A SN4639Spectrum.zip,,,100,0,,InSituGammaSpec,,Ag-110m,0,uCi/m2
223043,7131,SCF-10007,Instrument,No,35.741064,139.360932,148.53889708905,219.119990538482,SW,3/17/2011 5:03:00 PM,DOE,Description: Insitu 2011_03_17_17_03_570 FIS-9 spectra;,2011_03_17_17_03_570 Buf00065-FIS-9A SN4639Spectrum.zip,,,100,0,,InSituGammaSpec,,Nb-95,0,uCi/m2
223045,7325,SCF-10001,Instrument,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/21/2011 11:04:00 PM,DOE,Field Team: 2011-03-22 -15-00-SCF-10001; Description: Expressway Exit 16 ;,2011_03_22_15_00_200.spc,1070,1070,100,20,,InSituGammaSpec,,I-131,1.72,uCi/m2
223047,7325,SCF-10001,Instrument,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/21/2011 11:04:00 PM,DOE,Field Team: 2011-03-22 -15-00-SCF-10001; Description: Expressway Exit 16 ;,2011_03_22_15_00_200.spc,1070,1070,100,20.1,,InSituGammaSpec,,I-132,1.09,uCi/m2
223049,7325,SCF-10001,Instrument,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/21/2011 11:04:00 PM,DOE,Field Team: 2011-03-22 -15-00-SCF-10001; Description: Expressway Exit 16 ;,2011_03_22_15_00_200.spc,1070,1070,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
223051,7325,SCF-10001,Instrument,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/21/2011 11:04:00 PM,DOE,Field Team: 2011-03-22 -15-00-SCF-10001; Description: Expressway Exit 16 ;,2011_03_22_15_00_200.spc,1070,1070,100,31.7,,InSituGammaSpec,,Te-129m,0.654,uCi/m2
223053,7325,SCF-10001,Instrument,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/21/2011 11:04:00 PM,DOE,Field Team: 2011-03-22 -15-00-SCF-10001; Description: Expressway Exit 16 ;,2011_03_22_15_00_200.spc,1070,1070,100,20,,InSituGammaSpec,,Te-132,1.01,uCi/m2
223055,7325,SCF-10001,Instrument,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/21/2011 11:04:00 PM,DOE,Field Team: 2011-03-22 -15-00-SCF-10001; Description: Expressway Exit 16 ;,2011_03_22_15_00_200.spc,1070,1070,100,20.1,,InSituGammaSpec,,Cs-134,0.864,uCi/m2
223057,7325,SCF-10001,Instrument,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/21/2011 11:04:00 PM,DOE,Field Team: 2011-03-22 -15-00-SCF-10001; Description: Expressway Exit 16 ;,2011_03_22_15_00_200.spc,1070,1070,100,21.1,,InSituGammaSpec,,Cs-136,0.13,uCi/m2
223059,7325,SCF-10001,Instrument,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/21/2011 11:04:00 PM,DOE,Field Team: 2011-03-22 -15-00-SCF-10001; Description: Expressway Exit 16 ;,2011_03_22_15_00_200.spc,1070,1070,100,20.1,,InSituGammaSpec,,Cs-137,0.835,uCi/m2
223061,7325,SCF-10001,Instrument,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/21/2011 11:04:00 PM,DOE,Field Team: 2011-03-22 -15-00-SCF-10001; Description: Expressway Exit 16 ;,2011_03_22_15_00_200.spc,1070,1070,100,26.5,,InSituGammaSpec,,La-140,0.0366,uCi/m2
223063,7325,SCF-10001,Instrument,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/21/2011 11:04:00 PM,DOE,Field Team: 2011-03-22 -15-00-SCF-10001; Description: Expressway Exit 16 ;,2011_03_22_15_00_200.spc,1070,1070,100,0,,InSituGammaSpec,,Ag-110m,0,uCi/m2
223065,7325,SCF-10001,Instrument,No,37.290957,140.352653,38.4913839758391,256.636823347506,WSW,3/21/2011 11:04:00 PM,DOE,Field Team: 2011-03-22 -15-00-SCF-10001; Description: Expressway Exit 16 ;,2011_03_22_15_00_200.spc,1070,1070,100,0,,InSituGammaSpec,,Nb-95,0,uCi/m2
223067,7321,SCF-10002,Instrument,No,37.365249,140.314022,39.7219107088586,264.601276720467,W,3/21/2011 11:41:59 PM,DOE,Field Team: 2011-03-22-15-36-SCF-1002; Description: Expressway Exit 17;,2011_03_22_15_36_SCF-1002.n42,1130,1130,100,20,,InSituGammaSpec,,I-131,5.69,uCi/m2
223069,7321,SCF-10002,Instrument,No,37.365249,140.314022,39.7219107088586,264.601276720467,W,3/21/2011 11:41:59 PM,DOE,Field Team: 2011-03-22-15-36-SCF-1002; Description: Expressway Exit 17;,2011_03_22_15_36_SCF-1002.n42,1130,1130,100,20,,InSituGammaSpec,,I-132,4.03,uCi/m2
223071,7321,SCF-10002,Instrument,No,37.365249,140.314022,39.7219107088586,264.601276720467,W,3/21/2011 11:41:59 PM,DOE,Field Team: 2011-03-22-15-36-SCF-1002; Description: Expressway Exit 17;,2011_03_22_15_36_SCF-1002.n42,1130,1130,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
223073,7321,SCF-10002,Instrument,No,37.365249,140.314022,39.7219107088586,264.601276720467,W,3/21/2011 11:41:59 PM,DOE,Field Team: 2011-03-22-15-36-SCF-1002; Description: Expressway Exit 17;,2011_03_22_15_36_SCF-1002.n42,1130,1130,100,24.3,,InSituGammaSpec,,Te-129m,2.31,uCi/m2
223075,7321,SCF-10002,Instrument,No,37.365249,140.314022,39.7219107088586,264.601276720467,W,3/21/2011 11:41:59 PM,DOE,Field Team: 2011-03-22-15-36-SCF-1002; Description: Expressway Exit 17;,2011_03_22_15_36_SCF-1002.n42,1130,1130,100,20,,InSituGammaSpec,,Te-132,3.34,uCi/m2
223077,7321,SCF-10002,Instrument,No,37.365249,140.314022,39.7219107088586,264.601276720467,W,3/21/2011 11:41:59 PM,DOE,Field Team: 2011-03-22-15-36-SCF-1002; Description: Expressway Exit 17;,2011_03_22_15_36_SCF-1002.n42,1130,1130,100,20,,InSituGammaSpec,,Cs-134,2.95,uCi/m2
223079,7321,SCF-10002,Instrument,No,37.365249,140.314022,39.7219107088586,264.601276720467,W,3/21/2011 11:41:59 PM,DOE,Field Team: 2011-03-22-15-36-SCF-1002; Description: Expressway Exit 17;,2011_03_22_15_36_SCF-1002.n42,1130,1130,100,20.3,,InSituGammaSpec,,Cs-136,0.448,uCi/m2
223081,7321,SCF-10002,Instrument,No,37.365249,140.314022,39.7219107088586,264.601276720467,W,3/21/2011 11:41:59 PM,DOE,Field Team: 2011-03-22-15-36-SCF-1002; Description: Expressway Exit 17;,2011_03_22_15_36_SCF-1002.n42,1130,1130,100,20,,InSituGammaSpec,,Cs-137,2.87,uCi/m2
223083,7321,SCF-10002,Instrument,No,37.365249,140.314022,39.7219107088586,264.601276720467,W,3/21/2011 11:41:59 PM,DOE,Field Team: 2011-03-22-15-36-SCF-1002; Description: Expressway Exit 17;,2011_03_22_15_36_SCF-1002.n42,1130,1130,100,22.6,,InSituGammaSpec,,La-140,0.101,uCi/m2
223085,7321,SCF-10002,Instrument,No,37.365249,140.314022,39.7219107088586,264.601276720467,W,3/21/2011 11:41:59 PM,DOE,Field Team: 2011-03-22-15-36-SCF-1002; Description: Expressway Exit 17;,2011_03_22_15_36_SCF-1002.n42,1130,1130,100,0,,InSituGammaSpec,,Ag-110m,0,uCi/m2
223087,7321,SCF-10002,Instrument,No,37.365249,140.314022,39.7219107088586,264.601276720467,W,3/21/2011 11:41:59 PM,DOE,Field Team: 2011-03-22-15-36-SCF-1002; Description: Expressway Exit 17;,2011_03_22_15_36_SCF-1002.n42,1130,1130,100,0,,InSituGammaSpec,,Nb-95,0,uCi/m2
223089,7317,SCF-10003,Instrument,No,37.488111,140.378459,36.2511101698363,277.521697979696,W,3/22/2011 12:16:54 AM,DOE,Field Team: 2011-03-22-16-11-SCF-10003; Description: Expressway Exit 19;,2011_03_22_16_11_250.n42,1003,1003,100,20,,InSituGammaSpec,,I-131,3.11,uCi/m2
223091,7317,SCF-10003,Instrument,No,37.488111,140.378459,36.2511101698363,277.521697979696,W,3/22/2011 12:16:54 AM,DOE,Field Team: 2011-03-22-16-11-SCF-10003; Description: Expressway Exit 19;,2011_03_22_16_11_250.n42,1003,1003,100,20,,InSituGammaSpec,,I-132,4.76,uCi/m2
223093,7317,SCF-10003,Instrument,No,37.488111,140.378459,36.2511101698363,277.521697979696,W,3/22/2011 12:16:54 AM,DOE,Field Team: 2011-03-22-16-11-SCF-10003; Description: Expressway Exit 19;,2011_03_22_16_11_250.n42,1003,1003,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
223095,7317,SCF-10003,Instrument,No,37.488111,140.378459,36.2511101698363,277.521697979696,W,3/22/2011 12:16:54 AM,DOE,Field Team: 2011-03-22-16-11-SCF-10003; Description: Expressway Exit 19;,2011_03_22_16_11_250.n42,1003,1003,100,24.1,,InSituGammaSpec,,Te-129m,2.79,uCi/m2
223097,7317,SCF-10003,Instrument,No,37.488111,140.378459,36.2511101698363,277.521697979696,W,3/22/2011 12:16:54 AM,DOE,Field Team: 2011-03-22-16-11-SCF-10003; Description: Expressway Exit 19;,2011_03_22_16_11_250.n42,1003,1003,100,20,,InSituGammaSpec,,Te-132,3.84,uCi/m2
223099,7317,SCF-10003,Instrument,No,37.488111,140.378459,36.2511101698363,277.521697979696,W,3/22/2011 12:16:54 AM,DOE,Field Team: 2011-03-22-16-11-SCF-10003; Description: Expressway Exit 19;,2011_03_22_16_11_250.n42,1003,1003,100,20,,InSituGammaSpec,,Cs-134,3.19,uCi/m2
223101,7317,SCF-10003,Instrument,No,37.488111,140.378459,36.2511101698363,277.521697979696,W,3/22/2011 12:16:54 AM,DOE,Field Team: 2011-03-22-16-11-SCF-10003; Description: Expressway Exit 19;,2011_03_22_16_11_250.n42,1003,1003,100,20.4,,InSituGammaSpec,,Cs-136,0.493,uCi/m2
223103,7317,SCF-10003,Instrument,No,37.488111,140.378459,36.2511101698363,277.521697979696,W,3/22/2011 12:16:54 AM,DOE,Field Team: 2011-03-22-16-11-SCF-10003; Description: Expressway Exit 19;,2011_03_22_16_11_250.n42,1003,1003,100,20,,InSituGammaSpec,,Cs-137,3.05,uCi/m2
223105,7317,SCF-10003,Instrument,No,37.488111,140.378459,36.2511101698363,277.521697979696,W,3/22/2011 12:16:54 AM,DOE,Field Team: 2011-03-22-16-11-SCF-10003; Description: Expressway Exit 19;,2011_03_22_16_11_250.n42,1003,1003,100,23.2,,InSituGammaSpec,,La-140,0.0994,uCi/m2
223107,7317,SCF-10003,Instrument,No,37.488111,140.378459,36.2511101698363,277.521697979696,W,3/22/2011 12:16:54 AM,DOE,Field Team: 2011-03-22-16-11-SCF-10003; Description: Expressway Exit 19;,2011_03_22_16_11_250.n42,1003,1003,100,0,,InSituGammaSpec,,Ag-110m,0,uCi/m2
223109,7317,SCF-10003,Instrument,No,37.488111,140.378459,36.2511101698363,277.521697979696,W,3/22/2011 12:16:54 AM,DOE,Field Team: 2011-03-22-16-11-SCF-10003; Description: Expressway Exit 19;,2011_03_22_16_11_250.n42,1003,1003,100,0,,InSituGammaSpec,,Nb-95,0,uCi/m2
223111,7313,SCF-10004,Instrument,No,37.590206,140.419855,35.6157097241728,289.341286532479,WNW,3/22/2011 12:47:49 AM,DOE,Field Team: 2011-03-22-16-43-SCF-10004; Description: Expressway Exit 20;,2011_03_22_16_43_510.n42,1002,1002,100,20,,InSituGammaSpec,,I-131,6.63,uCi/m2
223113,7313,SCF-10004,Instrument,No,37.590206,140.419855,35.6157097241728,289.341286532479,WNW,3/22/2011 12:47:49 AM,DOE,Field Team: 2011-03-22-16-43-SCF-10004; Description: Expressway Exit 20;,2011_03_22_16_43_510.n42,1002,1002,100,20,,InSituGammaSpec,,I-132,4.96,uCi/m2
223115,7313,SCF-10004,Instrument,No,37.590206,140.419855,35.6157097241728,289.341286532479,WNW,3/22/2011 12:47:49 AM,DOE,Field Team: 2011-03-22-16-43-SCF-10004; Description: Expressway Exit 20;,2011_03_22_16_43_510.n42,1002,1002,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
223117,7313,SCF-10004,Instrument,No,37.590206,140.419855,35.6157097241728,289.341286532479,WNW,3/22/2011 12:47:49 AM,DOE,Field Team: 2011-03-22-16-43-SCF-10004; Description: Expressway Exit 20;,2011_03_22_16_43_510.n42,1002,1002,100,24.9,,InSituGammaSpec,,Te-129m,2.84,uCi/m2
223119,7313,SCF-10004,Instrument,No,37.590206,140.419855,35.6157097241728,289.341286532479,WNW,3/22/2011 12:47:49 AM,DOE,Field Team: 2011-03-22-16-43-SCF-10004; Description: Expressway Exit 20;,2011_03_22_16_43_510.n42,1002,1002,100,20,,InSituGammaSpec,,Te-132,3.7,uCi/m2
223121,7313,SCF-10004,Instrument,No,37.590206,140.419855,35.6157097241728,289.341286532479,WNW,3/22/2011 12:47:49 AM,DOE,Field Team: 2011-03-22-16-43-SCF-10004; Description: Expressway Exit 20;,2011_03_22_16_43_510.n42,1002,1002,100,20,,InSituGammaSpec,,Cs-134,3.55,uCi/m2
223123,7313,SCF-10004,Instrument,No,37.590206,140.419855,35.6157097241728,289.341286532479,WNW,3/22/2011 12:47:49 AM,DOE,Field Team: 2011-03-22-16-43-SCF-10004; Description: Expressway Exit 20;,2011_03_22_16_43_510.n42,1002,1002,100,20.3,,InSituGammaSpec,,Cs-136,0.57,uCi/m2
223125,7313,SCF-10004,Instrument,No,37.590206,140.419855,35.6157097241728,289.341286532479,WNW,3/22/2011 12:47:49 AM,DOE,Field Team: 2011-03-22-16-43-SCF-10004; Description: Expressway Exit 20;,2011_03_22_16_43_510.n42,1002,1002,100,20,,InSituGammaSpec,,Cs-137,3.59,uCi/m2
223127,7313,SCF-10004,Instrument,No,37.590206,140.419855,35.6157097241728,289.341286532479,WNW,3/22/2011 12:47:49 AM,DOE,Field Team: 2011-03-22-16-43-SCF-10004; Description: Expressway Exit 20;,2011_03_22_16_43_510.n42,1002,1002,100,22.2,,InSituGammaSpec,,La-140,0.141,uCi/m2
223129,7313,SCF-10004,Instrument,No,37.590206,140.419855,35.6157097241728,289.341286532479,WNW,3/22/2011 12:47:49 AM,DOE,Field Team: 2011-03-22-16-43-SCF-10004; Description: Expressway Exit 20;,2011_03_22_16_43_510.n42,1002,1002,100,0,,InSituGammaSpec,,Ag-110m,0,uCi/m2
223131,7313,SCF-10004,Instrument,No,37.590206,140.419855,35.6157097241728,289.341286532479,WNW,3/22/2011 12:47:49 AM,DOE,Field Team: 2011-03-22-16-43-SCF-10004; Description: Expressway Exit 20;,2011_03_22_16_43_510.n42,1002,1002,100,0,,InSituGammaSpec,,Nb-95,0,uCi/m2
223133,7309,SCF-10005,Instrument,No,37.442435,140.524712,27.9633954849236,273.142117254842,W,3/22/2011 1:40:15 AM,DOE,Field Team: 2011-03-22-17-35-500; Description: Expressway Exit 3;,2011_03_22_17_35_500.n42,1004,1004,100,20,,InSituGammaSpec,,I-131,2.18,uCi/m2
223135,7309,SCF-10005,Instrument,No,37.442435,140.524712,27.9633954849236,273.142117254842,W,3/22/2011 1:40:15 AM,DOE,Field Team: 2011-03-22-17-35-500; Description: Expressway Exit 3;,2011_03_22_17_35_500.n42,1004,1004,100,20.1,,InSituGammaSpec,,I-132,1,uCi/m2
223137,7309,SCF-10005,Instrument,No,37.442435,140.524712,27.9633954849236,273.142117254842,W,3/22/2011 1:40:15 AM,DOE,Field Team: 2011-03-22-17-35-500; Description: Expressway Exit 3;,2011_03_22_17_35_500.n42,1004,1004,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
223139,7309,SCF-10005,Instrument,No,37.442435,140.524712,27.9633954849236,273.142117254842,W,3/22/2011 1:40:15 AM,DOE,Field Team: 2011-03-22-17-35-500; Description: Expressway Exit 3;,2011_03_22_17_35_500.n42,1004,1004,100,36.4,,InSituGammaSpec,,Te-129m,0.54,uCi/m2
223141,7309,SCF-10005,Instrument,No,37.442435,140.524712,27.9633954849236,273.142117254842,W,3/22/2011 1:40:15 AM,DOE,Field Team: 2011-03-22-17-35-500; Description: Expressway Exit 3;,2011_03_22_17_35_500.n42,1004,1004,100,20.1,,InSituGammaSpec,,Te-132,0.79,uCi/m2
223143,7309,SCF-10005,Instrument,No,37.442435,140.524712,27.9633954849236,273.142117254842,W,3/22/2011 1:40:15 AM,DOE,Field Team: 2011-03-22-17-35-500; Description: Expressway Exit 3;,2011_03_22_17_35_500.n42,1004,1004,100,20.1,,InSituGammaSpec,,Cs-134,0.662,uCi/m2
223145,7309,SCF-10005,Instrument,No,37.442435,140.524712,27.9633954849236,273.142117254842,W,3/22/2011 1:40:15 AM,DOE,Field Team: 2011-03-22-17-35-500; Description: Expressway Exit 3;,2011_03_22_17_35_500.n42,1004,1004,100,21.3,,InSituGammaSpec,,Cs-136,0.106,uCi/m2
223147,7309,SCF-10005,Instrument,No,37.442435,140.524712,27.9633954849236,273.142117254842,W,3/22/2011 1:40:15 AM,DOE,Field Team: 2011-03-22-17-35-500; Description: Expressway Exit 3;,2011_03_22_17_35_500.n42,1004,1004,100,20.2,,InSituGammaSpec,,Cs-137,0.657,uCi/m2
223149,7309,SCF-10005,Instrument,No,37.442435,140.524712,27.9633954849236,273.142117254842,W,3/22/2011 1:40:15 AM,DOE,Field Team: 2011-03-22-17-35-500; Description: Expressway Exit 3;,2011_03_22_17_35_500.n42,1004,1004,100,29.2,,InSituGammaSpec,,La-140,0.0256,uCi/m2
223151,7309,SCF-10005,Instrument,No,37.442435,140.524712,27.9633954849236,273.142117254842,W,3/22/2011 1:40:15 AM,DOE,Field Team: 2011-03-22-17-35-500; Description: Expressway Exit 3;,2011_03_22_17_35_500.n42,1004,1004,100,0,,InSituGammaSpec,,Ag-110m,0,uCi/m2
223153,7309,SCF-10005,Instrument,No,37.442435,140.524712,27.9633954849236,273.142117254842,W,3/22/2011 1:40:15 AM,DOE,Field Team: 2011-03-22-17-35-500; Description: Expressway Exit 3;,2011_03_22_17_35_500.n42,1004,1004,100,0,,InSituGammaSpec,,Nb-95,0,uCi/m2
223155,7305,SCF-10006,Instrument,No,37.29076,140.614718,24.7003408423139,248.654233265638,WSW,3/22/2011 2:19:18 AM,DOE,Field Team: 2011-03-22-18-14-120  Tied to SCF-00071 (paper) and SCF_00072 (cartridge); Description: Expressway Exit 2;,2011_03_22_18_14_120.n42,1001,1001,100,20,,InSituGammaSpec,,I-131,1.34,uCi/m2
223157,7305,SCF-10006,Instrument,No,37.29076,140.614718,24.7003408423139,248.654233265638,WSW,3/22/2011 2:19:18 AM,DOE,Field Team: 2011-03-22-18-14-120  Tied to SCF-00071 (paper) and SCF_00072 (cartridge); Description: Expressway Exit 2;,2011_03_22_18_14_120.n42,1001,1001,100,20.2,,InSituGammaSpec,,I-132,0.5,uCi/m2
223159,7305,SCF-10006,Instrument,No,37.29076,140.614718,24.7003408423139,248.654233265638,WSW,3/22/2011 2:19:18 AM,DOE,Field Team: 2011-03-22-18-14-120  Tied to SCF-00071 (paper) and SCF_00072 (cartridge); Description: Expressway Exit 2;,2011_03_22_18_14_120.n42,1001,1001,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
223161,7305,SCF-10006,Instrument,No,37.29076,140.614718,24.7003408423139,248.654233265638,WSW,3/22/2011 2:19:18 AM,DOE,Field Team: 2011-03-22-18-14-120  Tied to SCF-00071 (paper) and SCF_00072 (cartridge); Description: Expressway Exit 2;,2011_03_22_18_14_120.n42,1001,1001,100,40.1,,InSituGammaSpec,,Te-129m,0.323,uCi/m2
